Date converted to UTC, log/notebook entry times converted to UTC,aa index (using UTC converted times),Mag Lat,Mag Lon,
1881-03-16,12:00,2,70.01,218.58,
1881-03-17,,,70.01,218.58,
1881-03-18,"09:00
10:00
12:00
15:00",35,70.20,218.64,
1881-03-19,"12:00
15:00",42,70.10,218.44,
1881-03-20,,,70.10,218.38,
1881-03-21,,,70.19,218.17,
1881-03-22,12:00,2,70.19,218.17,
1881-03-23,12:00,2,70.17,218.05,
1881-03-24,,,70.16,217.98,
1881-03-25,"10:00
12:00",5,70.24,217.72,
1881-03-26,12:00,5,70.24,217.65,
1881-03-27,,,70.23,217.59,
1881-03-28,"09:00
10:00
12:00",7,70.21,217.47,
1881-03-29,,,70.21,217.41,
1881-03-30,,,70.29,217.14,
1881-03-31,12:00,22,70.27,217.01,
1881-04-01,"09:30
",42,70.35,216.74,
1881-04-02,,,70.35,216.68,
1881-04-03,,,70.34,216.62,
1881-04-04,,,70.34,216.62,
1881-04-05,,,70.34,216.62,
1881-04-06,,,70.34,216.62,
1881-04-07,,,70.44,216.54,
1881-04-08,,,70.45,216.60,
1881-04-09,,,70.54,216.45,
1881-04-10,,,70.55,216.51,
1881-04-11,,,70.47,216.78,
1881-04-12,,,70.58,216.75,
1881-04-13,,,70.60,216.88,
1881-04-14,,,70.59,216.82,
1881-04-15,,,70.57,216.69,
1881-04-16,,,70.65,216.42,
1881-04-17,,,70.63,216.24,
1881-04-18,,,70.62,216.11,
1881-04-19,,,70.59,215.87,
1881-04-20,,,70.57,215.69,
1881-04-21,,,70.55,215.50,
1881-04-22,,,70.61,215.05,
1881-04-23,,,70.65,214.47,
1881-04-24,,,70.70,213.83,
1881-04-25,,,70.74,213.25,
1881-04-26,,,70.69,212.76,
1881-04-27,,,70.66,212.45,
1881-04-28,,,70.65,212.33,
1881-04-29,,,70.65,212.33,
1881-04-30,,,70.64,212.21,
1881-05-01,,,70.61,211.96,
1881-05-02,,,70.59,211.71,
1881-05-03,,,70.58,211.59,
1881-05-04,,,70.58,211.59,
1881-05-05,,,70.57,211.53,
1881-05-06,,,70.66,211.32,
1881-05-07,,,70.65,211.20,
1881-05-08,,,70.64,211.14,
1881-05-09,,,70.63,211.01,
1881-05-10,,,70.72,210.81,
1881-05-11,,,70.70,210.68,
1881-05-12,,,70.70,210.62,
1881-05-13,,,70.69,210.50,
1881-05-14,,,70.78,210.29,
1881-05-15,,,70.77,210.23,
1881-05-16,,,70.87,210.15,
1881-05-17,,,70.88,210.21,
1881-05-18,,,70.87,210.15,
1881-05-19,,,70.86,210.02,
1881-05-20,,,70.94,209.76,
1881-05-21,,,70.93,209.63,
1881-05-22,,,70.93,209.63,
1881-05-23,,,71.08,208.91,
1881-05-24,,,71.15,208.58,
1881-05-25,,,71.23,208.19,
1881-05-26,,,71.31,207.92,
1881-05-27,,,71.30,207.86,
1881-05-28,,,71.29,207.74,
1881-05-29,,,71.19,207.82,
1881-05-30,,,71.28,207.55,
1881-05-31,,,71.27,207.43,
1881-06-01,,,71.26,207.37,
1881-06-02,,,71.25,207.25,
1881-06-03,,,71.15,207.27,
1881-06-04,,,71.14,207.21,
1881-06-05,,,71.13,207.15,
1881-06-06,,,71.12,206.97,
1881-06-07,,,71.10,206.72,
1881-06-08,,,71.09,206.60,
1881-06-09,,,71.07,206.41,
1881-06-10,,,71.05,206.17,
1881-06-11,,,71.03,205.86,
1881-06-12,,,71.02,205.73,"lat, lon taken from DeLong's journal from this point"
1881-06-13,,,,,
1881-06-14,,,70.86,,
1881-06-15,,,,,
1881-06-16,,,69.20,206.60,
1881-06-17,,,,,
1881-06-18,,,,,
1881-06-19,,,,,
1881-06-20,,,,,
1881-06-21,,,,,
1881-06-22,,,,,
1881-06-23,,,,,
1881-06-24,,,,,
1881-06-25,,,70.44,,
1881-06-26,,,,,
1881-06-27,,,,,
1881-06-28,,,,,
1881-06-29,,,,,
1881-06-30,,,,,
1881-07-01,,,,,
1881-07-02,,,,,
1881-07-03,,,,,
1881-07-04,,,,,
1881-07-05,,,,,
1881-07-06,,,,,
1881-07-07,,,,,
1881-07-08,,,,,
1881-07-09,,,,,
1881-07-10,,,70.77,203.21,
1881-07-11,,,,,
1881-07-12,,,,,
1881-07-13,,,,,
1881-07-14,,,,,
1881-07-15,,,,,
1881-07-16,,,70.43,204.98,
1881-07-17,,,,,
1881-07-18,,,,,
1881-07-19,,,,,
1881-07-20,,,,,
1881-07-21,,,,,
1881-07-22,,,,,
1881-07-23,,,70.31,203.69,
1881-07-24,,,,,
1881-07-25,,,,,
1881-07-26,,,,,
1881-07-27,,,,,
1881-07-28,,,,,
1881-07-29,,,,,
1881-07-30,,,70.29,,
1881-07-31,,,,,
1881-08-01,,,,,
1881-08-02,,,,,
1881-08-03,,,,,
1881-08-04,,,,,
1881-08-05,,,,,
1881-08-06,,,,,
1881-08-07,,,,,
1881-08-08,,,,,
1881-08-09,,,,,
1881-08-10,,,,,
1881-08-11,,,,,
1881-08-12,,,,,
1881-08-13,,,,,
1881-08-14,,,,,
1881-08-15,,,,,
1881-08-16,,,69.72,,
1881-08-17,,,,,
1881-08-18,,,,,
1881-08-19,,,,,
1881-08-20,,,69.07,202.44,
1881-08-21,,,,,
1881-08-22,,,,,
1881-08-23,,,,,
1881-08-24,,,,,
1881-08-25,,,,,
1881-08-26,,,,,
1881-08-27,,,69.19,202.31,
1881-08-28,,,,,
1881-08-29,,,,,
1881-08-30,,,,,
1881-08-31,,,,,
1881-09-01,,,,,
1881-09-02,,,,,
1881-09-03,,,,,
1881-09-04,,,,,
1881-09-05,,,,,
1881-09-06,,,,,
1881-09-07,,,,,
1881-09-08,,,68.30,,
1881-09-09,,,67.95,,
1881-09-10,,,,,
1881-09-11,,,,,
1881-09-12,,,,,
1881-09-13,,,,,
1881-09-14,06:00,15,final aurora,,
